9	0.93968195 -2.4488797 -0.6234372 3.2577772 -0.54088515 -1.627666 -2.240078 0.230273 -1.2152121 1.0817398 1.5982261 1.8116826 -1.6446197 0.21815476 -2.2858198 -2.0577817 1.898085 0.42670012 1.4177766 -0.8281176 -1.9208469 -2.2089427 0.98920727 -2.5369837 0.9457238 -0.60689515 -1.6348377 -1.2226672 -1.427394 -0.858045 -3.6190705 0.5879201 0.9568954 2.0856516 0.71498 -0.48605442 0.8814506 0.6014335 1.6790667 0.19052243 -0.13332307 1.9381593 0.24285328 0.70404315 -2.0723686 0.6372441 -1.2481011 -3.0238674 2.2329786 -0.706762 -2.1499662 0.3834248 -0.4003782 -0.011009182 -0.52312106 0.96769273 -0.21536049 1.3030857 -2.0936828 1.3768656 1.1422639 1.0818182 1.0910181 -0.8898452
10	-1.4313059 -0.72408885 0.39847264 2.1154861 1.8481983 -0.23654625 0.67489797 -2.4951138 -2.3002503 1.5304478 0.44958147 1.5574245 -0.4417233 -0.026659168 0.021218343 0.956566 -0.59204984 -0.045340016 3.3374465 -1.3845052 -2.2233963 -1.3088857 -0.40375465 0.34892693 -0.56849277 2.7850094 1.8957249 0.5791303 -3.7915626 -0.79968584 -1.4901562 0.56408983 -0.15184715 -3.1938488 -0.20747581 -2.1519942 1.0280478 0.18632212 0.9410156 0.5661594 1.0061421 1.6654963 -0.65022993 2.162467 -4.2584853 2.816309 -1.9152678 -0.81297624 0.6826246 -0.8944506 -1.1792926 -0.77552974 1.3926047 0.86980104 1.1559252 -1.8061949 -0.9783318 -0.72626364 -0.8607748 -0.28309318 0.99190336 -3.8565767 0.32709625 0.14436257
11	-0.7587847 -1.135922 0.2215321 -0.95493394 1.0345436 -0.79166746 -2.3576384 -0.6472554 -0.37087792 1.4417816 1.3189329 0.17928782 0.9540952 -1.4754554 0.02083634 0.026473887 1.7341689 0.55503076 0.75713843 0.6833627 1.4329557 0.2808016 -0.45594627 -2.1706545 1.0239041 -1.3319194 0.37809741 -0.09835322 -0.9051183 0.11210242 0.34860936 1.1232134 0.22005764 0.1851933 0.1745486 1.2008771 1.1939218 0.23322359 1.4652792 0.51843596 -0.8648156 0.014662251 0.5183673 -0.17146537 -2.2288222 -0.1469397 -0.020376269 1.2037365 -1.7155929 -0.99964994 0.037068784 0.9186357 -2.1420612 -1.311003 -0.91886336 -0.7367414 -0.6469288 -0.6000332 0.41382667 0.4880578 -0.61839044 0.8644927 -1.3646572 -1.4237735
12	-0.6763945 1.0996941 1.1440341 -0.584403 1.0653757 -0.06011063 -1.1458758 -1.0606314 -1.5730472 1.3107883 -1.4852945 -1.0172594 1.9204675 0.29864636 0.9236628 0.09322787 -0.821079 0.6666368 0.6765197 -0.9054228 0.5645653 -1.733044 -1.0264133 -0.90385175 0.5189344 -1.1088773 0.6218673 0.410749 -1.6124806 -0.8920344 -2.302518 1.1920062 0.0803541 -1.1733809 1.24474 -0.42237216 0.3732817 0.55028594 -0.093953416 -1.1415472 1.9661322 1.8043729 -0.3786711 -0.33325565 -0.7861373 -0.63657916 -0.79077 0.2512098 0.012314241 -0.7436278 0.31491205 3.4921846 -0.93487656 -0.9224489 0.7778261 -1.5000105 -1.1416248 -0.3440408 0.5306369 0.6867914 -0.482691 0.6185157 0.017344147 -0.39830408
13	2.7950916 -0.30419785 1.3900008 -0.09863341 -0.34682977 -0.88473153 0.24737817 -2.1128898 1.4269158 -0.20048514 -1.2430301 -0.68501025 -1.5920641 1.9708996 0.40238717 -0.25333628 -0.91143227 -0.52388763 2.2323098 0.43778485 -0.30084854 -0.96975523 -0.9617179 1.8815203 -0.13446489 0.8707149 0.39160976 0.21351062 -0.019782186 -0.27867466 -0.9400535 0.20116533 1.6077476 0.8380536 -1.5035125 2.8699586 -1.2649775 1.9503245 -1.6145205 0.42898417 0.049782768 0.42937446 -1.2808075 -2.5178213 -1.0886426 -0.22064888 -1.3794028 -0.6028041 0.21759155 -1.1293234 0.26541913 1.7450377 0.5427166 0.79580855 -0.7220277 -0.7963083 -0.35627183 -1.1491278 -1.5486201 -0.649708 2.8145647 -1.6773579 -2.5343301 -0.03743726
14	0.44649747 0.7710799 -0.37137222 -0.46972412 1.1788553 -0.48791355 0.6121394 0.7103156 0.3821632 0.30996844 -0.5157256 0.24813205 -1.6779358 0.44360456 0.8527779 0.5090491 0.4689006 -1.1894085 -0.03593774 1.3493218 -0.079624936 -0.102180846 -0.8173693 0.8857273 -1.3747311 0.17658344 -0.81067127 0.5901262 -1.3090045 0.58772284 0.040952224 0.42024338 0.34049633 -0.22277609 -0.89957064 0.25118887 1.1500632 -0.2614504 0.069420576 1.4003804 -1.0672163 -0.72921157 -0.47473195 0.31553775 -0.53384346 -0.7008912 0.23977591 -2.2481778 -1.7462382 0.94615346 0.36535713 -0.6854571 -0.059854977 -1.4733655 -0.15154177 0.70013785 -0.8287488 -0.6778505 1.386243 -0.5266782 0.07529115 -0.023731962 -0.28409788 -0.7534969
15	0.81973463 2.0637927 0.40160844 -0.49682158 1.3477117 -0.06556526 1.1997066 0.46069008 -0.29749948 -0.35569677 1.2429508 0.092636734 -0.20615453 0.14466861 0.739584 -0.1606996 -0.926487 -1.0229679 0.2607274 -1.1430683 -0.52459294 0.20304318 0.30742645 -0.5294881 -0.31786042 -1.356765 0.00617983 2.0375624 -0.6788901 1.6109495 0.47329137 -0.09894727 -0.06044224 1.693695 1.2165533 -1.4564457 0.09918797 0.066622555 -1.4297132 -0.92427236 1.3614428 -2.5638156 -1.6156353 0.12996916 -0.7495119 -0.6484216 -0.21238263 -1.8693069 -0.780614 -0.34920228 0.8931798 -0.55762017 -0.058921948 -1.304705 -0.6444847 1.3028986 0.009420991 -0.3013608 -0.15519598 -0.27502224 0.86234236 -0.52708465 -0.0842697 -1.2671138
16	-0.69426423 -2.4929523 -2.6979847 1.8974928 1.1798463 -0.6700382 -1.2207896 0.34575444 -0.8319142 0.24948561 2.0866063 1.8449901 0.3764885 0.96161973 -1.448948 -1.1060988 1.1954104 2.8068402 0.1956481 2.291316 0.11082907 -2.28442 0.27283132 2.0745316 -1.5340208 0.24535327 -1.8803638 1.4876995 -1.937281 -5.444881 -0.16549118 -2.3849022 1.5328275 -1.6900041 -1.576058 2.8371408 2.9453354 2.7190125 -1.8662074 0.2120882 2.0041804 0.030740842 2.124031 2.128574 -0.41857624 -1.6285405 -0.9141215 -1.5959375 -1.2792681 -1.0609825 0.19958329 0.38727078 0.46199167 -3.44567 -0.35139307 1.0921837 1.4965148 1.3033221 -3.6541195 -1.0841118 -0.12176616 -0.09071937 -1.1592753 -0.44603658
17	2.388756 2.6953733 0.14825267 -1.3658929 2.513302 -3.0046103 0.23275179 -1.546276 -0.5954734 -0.9755651 2.0985632 0.19014129 -1.1436043 0.83196145 0.18812868 0.32639235 -0.31729114 -0.0253205 1.0829264 0.101600096 -0.7555208 0.94555587 -0.1626884 -0.14433837 0.55820435 1.0097855 0.66136706 2.1722322 2.6858983 1.6276927 0.68235993 -1.39988 1.9457582 1.3265654 2.9714003 -4.6341944 -1.7875654 -1.4249809 -1.6834426 -0.6672501 1.3684323 -3.9908867 -1.5476508 -1.0913721 2.2411747 0.73123884 -1.5737777 -1.0125698 1.811056 -1.5923768 -0.9949054 -1.4801887 -1.2318823 -0.6652412 -1.1872053 -2.2729416 1.0027577 0.5294404 -2.0982304 -1.5775061 -0.6005189 2.3785923 -2.6029778 0.46550626
18	-0.3783392 -1.9491575 -1.4222927 -4.202829 0.9301465 -1.1076348 1.8813183 1.0481788 -0.29983127 -0.71417797 -0.424177 0.40081286 -2.2568812 -0.017818961 -0.51426244 1.1846379 -1.1034884 0.16979504 -1.0451423 1.8681376 0.5384363 0.56059784 -1.9554138 1.7709665 -0.31492493 -0.33481187 -3.9598799 0.59862846 0.25821358 0.11027187 -2.4975972 1.1821917 2.0729697 -1.1630431 0.07527334 -3.055662 0.40964597 -0.8537909 1.6647215 -0.36958495 3.90719 2.6737905 2.702475 1.8811866 -0.46945593 -1.7828616 -2.8812273 -2.3627307 0.27904677 -1.9676967 -3.010974 1.9710257 -1.315608 0.554051 1.441173 1.386188 0.22240299 1.7996658 0.9080237 -1.5225425 0.5589003 0.0062760934 -0.7235429 0.37880895
19	-0.9273912 -1.3158711 1.2234976 -1.9566349 2.729131 -1.159069 1.723706 -0.091610596 0.07635257 -1.7537448 -2.066464 0.6662198 -0.2875805 3.5227458 3.76858 2.3630557 -1.2353983 -0.86969966 -0.87679243 -1.2158353 -3.7713315 -3.2122247 -1.7431484 -0.35120928 2.3536527 -1.0099554 -0.12574579 -0.5503452 -1.081534 -0.045052327 -5.2512484 -1.5359683 1.1461935 1.3287743 -0.45560303 -1.8186636 4.339228 -1.2751364 0.013654366 0.9303645 1.0425895 -0.41529095 0.36352152 -0.8051194 1.2890856 0.16313785 -2.911936 -2.1795368 0.9539089 0.8748413 -2.1488068 0.47591624 -0.67393583 -0.41599882 2.9054933 1.488334 1.548039 2.3784127 0.72815466 -0.9004485 -2.4678264 1.6762993 -1.065062 -0.42481533
20	0.17612372 -1.2558507 1.3596501 -2.8247578 -1.587149 -0.008710846 -2.3048627 -2.3102658 0.21467331 -0.06837061 -0.73835504 0.020509541 -0.6102767 -0.9128831 -0.7538371 0.5515956 0.5460559 1.3858836 0.6128865 0.45105946 0.22779353 0.81966686 0.69599336 -1.9126264 0.4570666 -1.7724763 0.067984276 -0.5951428 1.685295 0.23835273 1.6068254 0.75696236 -0.7380424 0.42520657 2.1700025 0.1530518 2.9100432 0.4779279 0.94708776 0.41711876 -1.7579093 -0.3302858 2.2635474 -1.202975 -0.7119262 -0.7337438 0.8115367 2.5650787 0.5704583 -0.029307937 -1.3945626 1.3160696 -1.4943461 1.9740549 0.09719815 -3.3967886 -0.90540683 0.29032117 -1.3077338 -0.42322448 -1.4093572 1.5504965 -0.98567104 -2.5333781
21	0.7812547 -0.9232317 -0.6933654 -1.7834287 -2.1578033 -1.5035349 3.1190832 -1.1413022 1.1568232 0.68506545 -0.12735401 0.80461544 0.47040635 -1.1551621 0.24121213 -1.4910297 -0.43884382 0.1877284 -0.58903855 -1.0142967 1.36768 1.818361 -0.78823346 -1.3555312 0.948707 -2.4005458 -0.9022602 2.7091668 1.4643457 0.12573716 3.5373287 1.9760152 -0.5180406 2.5816774 1.8690974 -1.4215438 1.1963072 -2.2439232 -0.7158095 -3.3335323 1.3203058 -2.2547724 1.6934334 0.8409874 0.31388524 -1.3636184 -2.4498992 -0.836631 0.87011635 -3.3299427 -0.66327673 0.5760493 -0.35681143 1.731927 0.97738385 -1.1337453 0.26130268 0.14553696 0.8057661 -2.5694556 1.7885183 -2.7520168 -0.5971582 0.3322485
22	1.0742905 -2.0482547 -2.554075 2.6523027 -1.3926756 1.4045843 0.16702384 0.113709554 1.9129802 2.1314864 1.6112192 0.6865015 -1.5828103 0.19736415 0.6909513 0.512249 -0.57404065 0.95604706 1.4315207 0.64694417 -1.2202924 -1.6882832 0.44949323 1.3171085 -2.2180042 -0.52561784 -1.4907016 -0.6966447 1.1447439 -3.6484268 -0.38976544 3.0328207 -1.0726738 -3.7009208 -2.686732 0.24149415 0.7206531 0.27428538 -0.24266694 0.9558555 -0.2870491 3.6933348 -1.2036461 -0.9904003 -0.7497295 0.31915313 -1.1222314 -1.8249618 -1.4059232 -0.09756396 1.6871097 1.9842802 0.45301896 -2.2986944 -0.103003465 -1.1723881 1.1587354 0.3948857 -1.5586795 -0.99509376 1.5809001 -2.4330823 -1.744599 1.8173896
23	-0.80917275 1.7804762 -1.3982128 -1.2131358 1.8261135 0.6235486 -3.705914 0.56641406 -1.0860349 1.1188024 0.68931746 0.59213984 0.86237514 0.34036818 1.4047756 1.9934826 -1.5831158 0.10065879 0.4511334 -1.7592108 2.0139315 0.18697451 0.37550074 0.37053135 0.15064178 -0.0667506 -0.7028723 1.110729 0.937429 -0.23677354 0.73972964 -0.38996455 -1.0535672 -0.9319058 -1.2569991 -2.7487936 0.23114786 0.6358448 0.59580034 0.47903395 1.6761255 -0.62558264 -0.7016222 0.7638892 0.29585052 0.7982948 -1.883285 0.6648201 -0.66026604 -0.8030771 0.6221316 -1.0237507 -0.76973754 -1.0122875 1.3814453 -1.6831784 1.0729182 0.6579566 -0.08975282 0.1407243 -0.8295196 -0.51339644 -0.9302472 -1.2347679
24	-0.78973675 -0.42149496 -2.9364278 -1.3232876 0.87467426 0.37837353 -0.74701935 0.57595116 0.84320927 0.8073972 0.20269945 0.49108738 1.4850498 -1.0424083 -0.38151526 -1.9959898 -0.34070304 2.2717278 0.32046685 -1.4124024 4.928943 -2.7406733 -1.3687866 -0.5166075 0.5068582 -0.464406 -1.3751671 1.4262688 1.7050587 -0.7053382 0.751411 2.4209259 -0.9486663 0.67927253 0.793466 -1.1713312 -2.660513 2.581286 0.6796591 -3.458662 1.9463775 -0.49001455 0.33066466 -1.9101793 0.46811914 -1.8277857 -1.6050214 0.004065253 2.1896996 -3.775021 0.60405266 0.1974917 -3.6130805 -1.4930872 -1.4638274 -1.0158185 0.6651182 -0.56052315 -4.3878794 0.7733261 2.472237 4.393063 -1.9145311 2.8745148
25	1.2413144 2.5325778 1.157367 1.7770592 -1.0169781 0.20295411 0.25515133 -0.023834646 -0.46647233 0.51657426 -1.9122686 2.0253434 -1.0607816 1.9460464 3.0071893 1.2970983 -0.69324064 -0.35037524 -0.037045658 -0.23325324 -3.9505162 -1.0264872 0.30679917 2.4948263 -0.9828757 2.7130706 0.71963805 1.5368068 -1.3984098 -0.30186093 -0.17050867 -1.4023832 -2.2392755 -2.4374404 0.2286734 -0.54515433 1.2278309 -0.22624156 -0.60622245 2.2501397 -0.66151214 -0.19208615 -1.0784321 -0.51093006 -0.59897196 0.82371837 -0.66481847 -0.7350366 -1.6738183 0.83537805 0.14844535 0.17319587 0.86071837 -1.6686468 -0.45824555 -1.3454907 -1.8734974 -0.8460052 1.2031494 -1.9991379 -1.2060051 -2.7808566 0.18569636 -0.32923746
26	-0.4946866 3.7321103 -0.60429573 2.8160284 0.135526 -2.1412654 -4.8399796 1.3594918 -2.4285607 0.9065086 1.5370636 -0.5597664 1.1803254 -0.2091457 -0.8567444 -5.3977313 2.4440935 3.7795646 0.09442009 -2.754335 2.2279315 -0.5532705 1.2584121 -0.6749116 1.94862 0.19073564 -0.30156043 -0.92218584 1.4941388 -1.2796307 -1.4810901 -1.8120677 -3.0090015 0.8011707 0.8032981 1.480314 -1.268709 2.6675549 -0.2540602 -2.6465073 -0.3733034 1.7449231 1.0645554 0.17555466 0.78746456 -2.9614358 -1.9109687 -0.94611394 2.5186582 -0.31770682 2.3066888 1.8739827 -1.1477718 -3.9859776 -2.7683802 -0.033440433 -3.6615677 -1.0887289 -3.0361419 0.9114592 0.1600228 4.251259 1.2268062 0.02324348
27	-0.38593712 1.2558839 0.15610045 -0.5461333 2.8961189 -1.8096098 1.8793736 -1.6453688 -0.7833086 0.5323316 -0.12638174 2.1630907 -0.41224265 0.15758973 1.8021522 -1.1592827 0.18957837 -0.37663335 2.1270835 0.8214191 -0.8521322 -2.0434504 -0.9565723 0.39254603 0.3097186 -1.4016142 -0.58675224 0.62161624 1.445753 0.26553023 0.0857698 0.8088944 0.29032338 1.1472785 -0.3435048 -1.2149024 0.96829945 -0.47533822 1.8087462 -0.947512 0.48980322 -1.6355008 0.8282066 0.6948556 0.87192255 0.24377607 -0.8534922 -3.377713 0.45834887 -1.712572 2.6830134 -1.2407104 -3.2501326 -1.538446 0.7129204 -2.295863 -2.1216393 -1.9044374 0.5972323 -2.1824293 0.845096 1.449273 -2.3237 -0.49689537
28	-0.048563972 -0.75207907 -1.0285434 -0.64990205 0.9293813 -1.1121289 -0.1464451 0.5423476 0.96392393 -1.4485445 -0.18115401 0.8377202 -0.9896076 1.4286977 -0.23611963 0.99960804 0.95058864 0.072676465 -1.1463217 -1.1253275 0.67032146 -0.38405362 -0.3799927 0.06796378 0.17644541 0.6736813 -0.11888181 -0.22992364 -0.68355393 -0.3826163 -0.27996635 0.33570755 1.3826857 -0.46227118 -0.855217 -0.49884415 0.58401954 0.58096254 -1.1861619 0.32630545 0.2316739 -0.841123 0.31285644 -0.87698364 0.89942044 0.13440481 -1.0028238 -0.067752704 0.74415326 -0.13856152 -1.3999664 -1.3755386 -1.4777117 -0.7697179 0.09450349 1.0850453 1.8861738 1.2102207 -1.9927338 -0.5468349 -1.5579175 2.6300654 -1.1645315 0.08599811
29	1.3662614 2.8276165 0.20520979 4.2671156 -3.2785482 -0.08012173 0.7121867 -0.6253272 -2.2920296 -1.5467271 1.7929432 3.329315 1.4474518 2.7254152 -3.4073389 -3.4102407 1.4595808 -0.49056584 -1.1838913 -1.087812 -3.8789718 -2.9072185 0.6772627 -1.47273 -1.8857098 0.34755772 -0.06528798 -0.008159347 0.011287689 -0.7716989 -3.161514 1.0578094 -3.075101 0.3169809 2.611595 -2.9999177 -1.4601119 0.75149584 -3.1873643 -0.8186894 1.327151 5.5141053 0.08358455 0.25192878 -1.6710302 -1.2407566 -1.9323269 -1.7806996 2.8938835 0.057241373 -0.112501085 1.2186636 -1.5463179 0.39997026 -2.0327804 0.38590655 0.4648954 0.789587 -3.0629292 2.308477 -2.886541 -0.08021739 3.4613633 1.5305454
30	0.9570878 -3.1453197 -0.91211647 1.7393502 -0.20699085 -2.5554755 -0.13550143 2.7904167 -2.2351887 2.1891992 1.545521 2.0596812 0.9739608 -0.24483517 -1.0811245 -0.5163712 2.0856967 -0.30055946 -0.45845068 1.877192 -3.1998034 2.554144 0.25829566 -1.2586278 -0.44570372 1.1077278 -2.6031203 -0.46487576 -0.88685286 -2.7039268 0.971088 -1.8730571 2.4461653 -1.3907605 -2.5467129 -1.3290763 1.5504326 -1.9496682 1.1381993 0.8112729 0.24646407 3.935619 1.116189 3.0387983 -2.1184106 -0.9190969 -1.3267072 -1.1216882 -1.6271316 0.07913446 0.31552836 0.31210524 0.21019842 -0.53240424 0.5500489 -0.4430648 -0.52047503 1.4935002 0.4857237 -1.9633539 1.8236823 -3.1720912 -2.104327 -0.84442484
31	0.08800453 1.4926028 -0.44836223 -0.40579426 1.027091 -0.63898647 -0.25254667 1.1847781 -0.9569472 1.1141485 0.427534 0.87328076 -0.5668623 0.0026189312 1.5210863 0.3123285 -0.8951305 -0.058764473 0.1501739 0.13614745 -0.6189254 1.4620029 -0.50046915 1.3244706 -0.46758384 -0.07426688 -0.7296691 1.5542657 -0.34968957 -0.4762234 2.5485094 -1.1687993 0.04256161 -0.021498445 -0.8329651 -0.8900762 1.0339048 -0.25243768 0.103227645 0.40302938 -1.1536143 -0.5781689 0.5189 1.3810881 -0.4079456 -1.3449274 -1.1139235 -1.4334469 -1.2362862 0.592935 1.2742914 -1.4277574 0.09870554 -1.3913925 0.20568135 -0.49933353 -2.0218081 -0.045605734 1.038414 -1.373277 0.2586475 -0.6720076 -0.028194532 -1.9036323
32	1.5081993 0.45368853 0.6944555 0.92676646 1.1535591 -0.21413307 0.54526126 1.0524596 -0.3016584 -0.69505626 0.28656968 3.2313185 -0.4209215 2.301543 -0.5611921 1.2022192 0.5516996 -1.9455404 0.042160966 -0.53875524 -2.9114308 0.2613517 0.34803152 1.7555969 -0.96456295 1.1938581 0.3289219 1.6164386 -1.5551828 0.08622746 0.5784583 -0.7035519 0.24615298 -0.4319282 0.20156917 -0.6949105 -0.36831903 1.164631 -2.1771944 0.21839619 0.46612886 0.6027917 -1.9711686 -0.15576643 -2.2515728 0.6595202 0.5993391 -0.83405006 -1.0294843 0.39294577 -1.3767278 -0.15162134 -0.41299683 0.8893009 -0.6331918 -1.2988324 0.20782584 -0.37247133 -1.7132984 -0.5234075 -0.82512224 -1.463393 -0.6762358 -0.93612164
